1,outcomes of activities,1,10,11,12,14,18,22,23,24,25,30,37,40,46,48,50,51,52,53,55,58,61,66,68,69,70,74,77,78,79 
1,process,2,5,7,8,19,20,21,26,27,28,31,32,33,34,36,38,39,41,42,43,47,54,57,59,60,62,63,64,65,67,71,80,81 
1,structure,3,4,6,9,13,15,16,17,29,35,44,45,49,56,72,73,75,76 
2,bibliometrics,14,25,52 
2,common metrics,80 
2,d&i,37,46,55 
2,deia,6,8,10,13,47,61,67,72,77 
2,engagement,7,12,28,36,43,57,59 
2,evaluation,24,31,60,68,69,70,78,79 
2,hub infrastructure,5,27,30,35,45,62,64,65 
2,impact,1,15,16,18,20,22,29,40,41,42,48,58,74 
2,informatics,17,75 
2,inst support,3,19,71 
2,irb,44 
2,pilots,4,39,53,66 
2,recruitment,63 
2,regulatory,73 
2,response,11,81 
2,roi,21,23 
2,rppr,38 
2,team science,9,34,54 
2,training,2,26,32 
2,wfd,33,50,51 
2,workforce,49,56,76 
3,clinical research,20,56,59,64,79,80 
3,community engagement,16,36,43,57 
3,diversity; equity; and inclusion,6,8,13,28,58,61,72 
3,education,2,32,67 
3,evidence synthesis,24 
3,external collaboration,7,9,30 
3,health economics,21,23,69 
3,hub performance,3,12,15,19,38,41,44,47,49,54,63,65,71,76 
3,hub services,5,14,27,31,35,45,62 
3,informatics,17,60,75 
3,interdisciplinarity,22 
3,internal collaboration,34 
3,mentorship,26 
3,pilot grants,4,10,25,53,66 
3,program outcomes,1,18,33,37,40,42,50,51,55,68,70,74,77,78 
3,public health resposiveness,11,81 
3,research impact,46,48,52 
3,retrospective analysis,29 
3,web analytics,39,73 
4,d&i,1,37,40,42,46,55 
4,diversity,6,8,13,61,72 
4,impact,4,7,11,14,18,23,24,25,29,38,41,43,48,52,53,57,66,68,69,70,74,77,78,81 
4,research support,5,10,12,15,16,17,20,21,27,28,30,31,33,35,39,44,45,47,56,58,59,60,62,63,64,65,71,73,75,76,79,80 
4,team science,3,9,19,22,34,36,54 
4,workforce development,2,26,32,49,50,51,67 
5,accural measure,80 
5,benefits measure,69,70,78 
5,collaboration measure,3,7,9,16,34,36 
5,community engagment measure,57 
5,consultation measure,45 
5,cost measure,21,23 
5,customer measure,62 
5,data quality measure,60 
5,dissemination measure,11,17,24,25,37,46,77 
5,diversity measure,6,8,10,13,28,72 
5,education measure,2,12,32 
5,efficiency measure,5,53,81 
5,impact measure,52 
5,informatics measure,75 
5,irb turnaround time measure,44 
5,methods,29 
5,opportunity measure,20 
5,outcome measure,4,14,18,33,66,68,74 
5,productivity measure,30 
5,quality measure,31,71,73 
5,reach measure,39,47,48,55 
5,research barriers measure,65 
5,research measure,35,58,59,63,79 
5,research quality measure,15 
5,rppr measure,38 
